Match,Winning Team,Player,Overs,Runs,Wickets,Econ,Wide,NB,Match ID
India vs Sri Lanka,India,Ravindra Jadeja,0.4,4,1,6.0,0,0,ODI # 4690
New Zealand vs South Africa,South Africa,Trent Boult,10.0,49,1,4.9,2,0,ODI # 4689
New Zealand vs South Africa,South Africa,Matt Henry,5.3,31,0,5.63,1,0,ODI # 4689
New Zealand vs South Africa,South Africa,Tim Southee,10.0,77,2,7.7,1,0,ODI # 4689
New Zealand vs South Africa,South Africa,Mitchell Santner,10.0,58,0,5.8,2,0,ODI # 4689
New Zealand vs South Africa,South Africa,Glenn Phillips,7.0,52,0,7.42,2,0,ODI # 4689
New Zealand vs South Africa,South Africa,Rachin Ravindra,2.0,17,0,8.5,0,0,ODI # 4689
New Zealand vs South Africa,South Africa,James Neesham,5.3,69,1,12.54,0,0,ODI # 4689
New Zealand vs South Africa,South Africa,Marco Jansen,8.0,31,3,3.87,1,1,ODI # 4689
New Zealand vs South Africa,South Africa,Lungi Ngidi,6.0,28,0,4.66,0,0,ODI # 4689
New Zealand vs South Africa,South Africa,Kagiso Rabada,6.0,16,1,2.66,0,0,ODI # 4689
New Zealand vs South Africa,South Africa,Gerald Coetzee,6.3,41,2,6.3,1,0,ODI # 4689
New Zealand vs South Africa,South Africa,Keshav Maharaj,9.0,46,4,5.11,0,0,ODI # 4689
Bangladesh vs Pakistan,Pakistan,Shaheen Shah Afridi,9.0,23,3,2.55,2,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Iftikhar Ahmed,10.0,44,1,4.4,0,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Haris Rauf,8.0,36,2,4.5,2,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Mohammad Wasim,8.1,31,3,3.79,0,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Usama Mir,10.0,66,1,6.6,1,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Taskin Ahmed,6.0,36,0,6.0,0,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Shoriful Islam,4.0,25,0,6.25,1,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Mehidy Hasan Miraz,9.0,60,3,6.66,0,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Mustafizur Rahman,7.0,47,0,6.71,1,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Shakib Al Hasan,5.3,30,0,5.45,0,0,ODI # 4688
Bangladesh vs Pakistan,Pakistan,Najmul Hossain Shanto,1.0,5,0,5.0,0,0,ODI # 4688
Afghanistan vs Sri Lanka,Afghanistan,Mujeeb Ur Rahman,10.0,38,2,3.8,0,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Fazalhaq Farooqi,10.0,34,4,3.4,0,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Naveen-ul-Haq,6.3,47,0,7.23,2,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Azmatullah Omarzai,7.0,37,1,5.28,1,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Rashid Khan,10.0,50,1,5.0,2,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Mohammad Nabi,6.0,33,0,5.5,0,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Dilshan Madushanka,9.0,48,2,5.33,3,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Kasun Rajitha,10.0,48,1,4.8,2,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Angelo Mathews,3.0,18,0,6.0,0,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Dushmantha Chameera,9.2,51,0,5.46,0,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Maheesh Theekshana,10.0,55,0,5.5,3,0,ODI # 4687
Afghanistan vs Sri Lanka,Afghanistan,Dhananjaya de Silva,4.0,21,0,5.25,0,0,ODI # 4687
India vs England,India,David Willey,10.0,45,3,4.5,0,0,ODI # 4686
India vs England,India,Chris Woakes,9.0,33,2,3.66,1,0,ODI # 4686
India vs England,India,Adil Rashid,10.0,35,2,3.5,0,0,ODI # 4686
India vs England,India,Mark Wood,9.0,46,1,5.11,2,0,ODI # 4686
India vs England,India,Liam Livingstone,4.0,29,0,7.25,0,0,ODI # 4686
India vs England,India,Moeen Ali,8.0,37,0,4.62,0,0,ODI # 4686
India vs England,India,Jasprit Bumrah,6.5,32,3,4.68,2,0,ODI # 4686
India vs England,India,Mohammed Siraj,6.0,33,0,5.5,2,0,ODI # 4686
India vs England,India,Mohammed Shami,7.0,22,4,3.14,2,0,ODI # 4686
India vs England,India,Kuldeep Yadav,8.0,24,2,3.0,0,0,ODI # 4686
India vs England,India,Ravindra Jadeja,7.0,16,1,2.28,0,0,ODI # 4686
Bangladesh vs Netherlands,Netherlands,Shoriful Islam,10.0,51,2,5.1,3,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Taskin Ahmed,9.0,43,2,4.77,1,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Shakib Al Hasan,10.0,37,1,3.7,0,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Mehidy Hasan Miraz,4.0,17,0,4.25,0,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Mustafizur Rahman,10.0,36,2,3.6,1,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Mahedi Hasan,7.0,40,2,5.71,1,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Aryan Dutt,10.0,26,1,2.6,0,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Logan van Beek,9.0,30,1,3.33,4,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Colin Ackermann,7.0,25,1,3.57,0,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Paul van Meekeren,7.2,23,4,3.13,2,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Bas de Leede,7.0,25,2,3.57,0,0,ODI # 4685
Bangladesh vs Netherlands,Netherlands,Shariz Ahmad,2.0,13,0,6.5,0,0,ODI # 4685
Australia vs New Zealand,Australia,Matt Henry,6.2,67,1,10.57,2,2,ODI # 4684
Australia vs New Zealand,Australia,Trent Boult,10.0,77,3,7.7,3,0,ODI # 4684
Australia vs New Zealand,Australia,Lockie Ferguson,3.0,38,0,12.66,0,0,ODI # 4684
Australia vs New Zealand,Australia,Mitchell Santner,10.0,80,2,8.0,1,0,ODI # 4684
Australia vs New Zealand,Australia,Glenn Phillips,10.0,37,3,3.7,0,0,ODI # 4684
Australia vs New Zealand,Australia,Rachin Ravindra,8.0,56,0,7.0,0,0,ODI # 4684
Australia vs New Zealand,Australia,James Neesham,2.0,32,1,16.0,0,0,ODI # 4684
Australia vs New Zealand,Australia,Mitchell Starc,9.0,89,0,9.88,9,0,ODI # 4684
Australia vs New Zealand,Australia,Josh Hazlewood,9.0,70,2,7.77,1,0,ODI # 4684
Australia vs New Zealand,Australia,Pat Cummins,10.0,66,2,6.6,3,0,ODI # 4684
Australia vs New Zealand,Australia,Glenn Maxwell,10.0,62,1,6.2,0,0,ODI # 4684
Australia vs New Zealand,Australia,Adam Zampa,10.0,74,3,7.4,0,0,ODI # 4684
Australia vs New Zealand,Australia,Mitchell Marsh,2.0,18,0,9.0,1,0,ODI # 4684
Pakistan vs South Africa,South Africa,Marco Jansen,9.0,43,3,4.77,6,2,ODI # 4683
Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,45,1,5.86,3,0,ODI # 4683
Pakistan vs South Africa,South Africa,Aiden Markram,4.0,20,0,5.0,0,0,ODI # 4683
Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,56,0,6.22,0,0,ODI # 4683
Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,42,2,6.0,1,0,ODI # 4683
Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,60,4,6.0,1,2,ODI # 4683
Pakistan vs South Africa,South Africa,Iftikhar Ahmed,3.0,23,0,7.66,1,0,ODI # 4683
Pakistan vs South Africa,South Africa,Shaheen Shah Afridi,10.0,45,3,4.5,3,0,ODI # 4683
Pakistan vs South Africa,South Africa,Mohammad Nawaz,6.2,40,0,6.31,0,0,ODI # 4683
Pakistan vs South Africa,South Africa,Haris Rauf,10.0,62,2,6.2,2,0,ODI # 4683
Pakistan vs South Africa,South Africa,Mohammad Wasim,10.0,50,2,5.0,3,0,ODI # 4683
Pakistan vs South Africa,South Africa,Usama Mir,8.0,45,2,5.62,1,0,ODI # 4683
England vs Sri Lanka,Sri Lanka,Dilshan Madushanka,5.0,37,0,7.4,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Kasun Rajitha,7.0,36,2,5.14,1,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Maheesh Theekshana,8.2,21,1,2.52,3,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Angelo Mathews,5.0,14,2,2.8,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Lahiru Kumara,7.0,35,3,5.0,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,1.0,10,0,10.0,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Chris Woakes,6.0,30,0,5.0,2,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,David Willey,5.0,30,2,6.0,1,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Adil Rashid,4.4,39,0,8.35,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Mark Wood,4.0,23,0,5.75,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Liam Livingstone,3.0,17,0,5.66,0,0,ODI # 4682
England vs Sri Lanka,Sri Lanka,Moeen Ali,3.0,21,0,7.0,0,0,ODI # 4682
Australia vs Netherlands,Australia,Aryan Dutt,7.0,59,1,8.42,0,0,ODI # 4681
Australia vs Netherlands,Australia,Colin Ackermann,4.0,19,0,4.75,0,0,ODI # 4681
Australia vs Netherlands,Australia,Logan van Beek,10.0,74,4,7.4,5,0,ODI # 4681
Australia vs Netherlands,Australia,Paul van Meekeren,10.0,64,0,6.4,3,0,ODI # 4681
Australia vs Netherlands,Australia,Vikramjit Singh,4.0,27,0,6.75,1,0,ODI # 4681
Australia vs Netherlands,Australia,Roelof van der Merwe,5.0,41,0,8.2,1,0,ODI # 4681
Australia vs Netherlands,Australia,Bas de Leede,10.0,115,2,11.5,1,1,ODI # 4681
Australia vs Netherlands,Australia,Mitchell Starc,4.0,22,1,5.5,2,0,ODI # 4681
Australia vs Netherlands,Australia,Josh Hazlewood,6.0,27,1,4.5,2,0,ODI # 4681
Australia vs Netherlands,Australia,Pat Cummins,4.0,14,1,3.5,0,0,ODI # 4681
Australia vs Netherlands,Australia,Mitchell Marsh,4.0,19,2,4.75,3,0,ODI # 4681
Australia vs Netherlands,Australia,Adam Zampa,3.0,8,4,2.66,0,0,ODI # 4681
Bangladesh vs South Africa,South Africa,Mustafizur Rahman,9.0,76,0,8.44,2,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Mehidy Hasan Miraz,9.0,44,1,4.88,2,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Shoriful Islam,9.0,76,1,8.44,0,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Shakib Al Hasan,9.0,69,1,7.66,1,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Hasan Mahmud,6.0,67,2,11.16,1,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Nasum Ahmed,5.0,27,0,5.4,0,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Mahmudullah,3.0,20,0,6.66,1,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Marco Jansen,8.0,39,2,4.87,5,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Lizaad Williams,8.4,56,2,6.46,5,0,ODI # 4680
Bangladesh vs South Africa,South Africa,Gerald Coetzee,10.0,62,3,6.2,1,1,ODI # 4680
Bangladesh vs South Africa,South Africa,Kagiso Rabada,10.0,42,2,4.2,0,1,ODI # 4680
Bangladesh vs South Africa,South Africa,Keshav Maharaj,10.0,32,1,3.2,1,0,ODI # 4680
Afghanistan vs Pakistan,Afghanistan,Naveen-ul-Haq,7.0,52,2,7.42,3,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Mujeeb Ur Rahman,8.0,55,0,6.87,0,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Mohammad Nabi,10.0,31,1,3.1,0,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Azmatullah Omarzai,5.0,50,1,10.0,3,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Rashid Khan,10.0,41,0,4.1,0,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Noor Ahmad,10.0,49,3,4.9,4,1,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Shaheen Shah Afridi,10.0,58,1,5.8,2,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Hasan Ali,10.0,44,1,4.4,1,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Haris Rauf,8.0,53,0,6.62,3,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Usama Mir,8.0,55,0,6.87,2,1,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Shadab Khan,8.0,49,0,6.12,0,0,ODI # 4679
Afghanistan vs Pakistan,Afghanistan,Iftikhar Ahmed,5.0,27,0,5.4,0,0,ODI # 4679
India vs New Zealand,India,Jasprit Bumrah,10.0,45,1,4.5,0,0,ODI # 4678
India vs New Zealand,India,Mohammed Siraj,10.0,45,1,4.5,4,0,ODI # 4678
India vs New Zealand,India,Mohammed Shami,10.0,54,5,5.4,0,0,ODI # 4678
India vs New Zealand,India,Ravindra Jadeja,10.0,48,0,4.8,0,0,ODI # 4678
India vs New Zealand,India,Kuldeep Yadav,10.0,73,2,7.3,3,0,ODI # 4678
India vs New Zealand,India,Trent Boult,10.0,60,1,6.0,1,0,ODI # 4678
India vs New Zealand,India,Matt Henry,9.0,55,1,6.11,0,0,ODI # 4678
India vs New Zealand,India,Mitchell Santner,10.0,37,1,3.7,0,0,ODI # 4678
India vs New Zealand,India,Lockie Ferguson,8.0,63,2,7.87,2,0,ODI # 4678
India vs New Zealand,India,Rachin Ravindra,9.0,46,0,5.11,1,0,ODI # 4678
India vs New Zealand,India,Glenn Phillips,2.0,12,0,6.0,0,0,ODI # 4678
England vs South Africa,South Africa,Reece Topley,8.5,88,3,9.96,4,0,ODI # 4677
England vs South Africa,South Africa,David Willey,9.0,61,0,6.77,3,1,ODI # 4677
England vs South Africa,South Africa,Joe Root,6.1,48,0,7.78,0,0,ODI # 4677
England vs South Africa,South Africa,Gus Atkinson,9.0,60,2,6.66,1,0,ODI # 4677
England vs South Africa,South Africa,Mark Wood,7.0,76,0,10.85,1,0,ODI # 4677
England vs South Africa,South Africa,Adil Rashid,10.0,61,2,6.1,0,0,ODI # 4677
England vs South Africa,South Africa,Lungi Ngidi,5.0,26,2,5.2,3,0,ODI # 4677
England vs South Africa,South Africa,Marco Jansen,5.0,35,2,7.0,1,0,ODI # 4677
England vs South Africa,South Africa,Kagiso Rabada,6.0,38,1,6.33,0,1,ODI # 4677
England vs South Africa,South Africa,Gerald Coetzee,4.0,35,3,8.75,1,0,ODI # 4677
England vs South Africa,South Africa,Keshav Maharaj,2.0,27,1,13.5,0,0,ODI # 4677
Netherlands vs Sri Lanka,Sri Lanka,Dilshan Madushanka,9.4,49,4,5.06,3,1,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Kasun Rajitha,9.0,50,4,5.55,6,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Chamika Karunaratne,9.0,58,0,6.44,6,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Maheesh Theekshana,10.0,44,1,4.4,2,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Dushan Hemantha,8.0,42,0,5.25,0,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,4.0,13,0,3.25,3,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Aryan Dutt,10.0,44,3,4.4,2,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Logan van Beek,10.0,57,0,5.7,0,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Paul van Meekeren,8.0,39,1,4.87,2,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Bas de Leede,3.0,29,0,9.66,2,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Roelof van der Merwe,9.0,42,0,4.66,1,0,ODI # 4676
Netherlands vs Sri Lanka,Sri Lanka,Colin Ackermann,8.2,39,1,4.68,0,0,ODI # 4676
Australia vs Pakistan,Australia,Shaheen Shah Afridi,10.0,54,5,5.4,3,0,ODI # 4675
Australia vs Pakistan,Australia,Hasan Ali,8.0,57,0,7.12,3,0,ODI # 4675
Australia vs Pakistan,Australia,Iftikhar Ahmed,8.0,37,0,4.62,2,0,ODI # 4675
Australia vs Pakistan,Australia,Haris Rauf,8.0,83,3,10.37,3,0,ODI # 4675
Australia vs Pakistan,Australia,Usama Mir,9.0,82,1,9.11,2,0,ODI # 4675
Australia vs Pakistan,Australia,Mohammad Nawaz,7.0,43,0,6.14,0,0,ODI # 4675
Australia vs Pakistan,Australia,Mitchell Starc,8.0,65,1,8.12,6,0,ODI # 4675
Australia vs Pakistan,Australia,Josh Hazlewood,10.0,37,1,3.7,1,0,ODI # 4675
Australia vs Pakistan,Australia,Pat Cummins,7.3,62,2,8.26,0,0,ODI # 4675
Australia vs Pakistan,Australia,Adam Zampa,10.0,53,4,5.3,1,0,ODI # 4675
Australia vs Pakistan,Australia,Glenn Maxwell,5.0,40,0,8.0,0,0,ODI # 4675
Australia vs Pakistan,Australia,Marcus Stoinis,5.0,40,2,8.0,3,0,ODI # 4675
India vs Bangladesh,India,Jasprit Bumrah,10.0,41,2,4.1,1,0,ODI # 4674
India vs Bangladesh,India,Mohammed Siraj,10.0,60,2,6.0,3,0,ODI # 4674
India vs Bangladesh,India,Hardik Pandya,0.3,8,0,16.0,0,0,ODI # 4674
India vs Bangladesh,India,Virat Kohli,0.3,2,0,4.0,0,0,ODI # 4674
India vs Bangladesh,India,Shardul Thakur,9.0,59,1,6.55,0,0,ODI # 4674
India vs Bangladesh,India,Kuldeep Yadav,10.0,47,1,4.7,1,0,ODI # 4674
India vs Bangladesh,India,Ravindra Jadeja,10.0,38,2,3.8,0,0,ODI # 4674
India vs Bangladesh,India,Shoriful Islam,8.0,54,0,6.75,0,0,ODI # 4674
